Record_ID,Tenure,Late_Payments,Revenue
R002090,2,0,7888.4
R002091,39,5,3469.21
R002092,55,0,3654.25
R002093,32,4,14372.54
R002094,9,0,4216.95
R002095,17,3,14968.96
R002096,12,1,4359.69
R002097,20,0,3668.67
R002098,47,0,5009.93
R002099,31,5,3861.02
R002100,20,0,3621.02
R002101,42,1,13865.22
R002102,53,5,432.38
R002103,27,2,12930.78
R002104,57,5,14384.62
R002105,53,6,9272.34
R002106,2,0,10044.86
R002107,1,1,457.03
R002108,17,2,325.41
R002109,31,1,3445.53
R002110,8,0,9367.51
R002111,8,2,11802.01
R002112,38,2,13341.75
R002113,34,7,1949.96
R002114,35,3,14509.32
R002115,26,0,12988.6
R002116,59,1,10932.32
R002117,36,0,11244.97
R002118,30,2,9580.57
R002119,6,0,3462.47
R002120,5,1,9425.72
R002121,5,0,10062.78
R002122,54,0,6849.09
R002123,42,1,7631.53
R002124,25,0,11315.51
R002125,42,2,1477.11
R002126,41,2,1241.21
R002127,15,1,9391.88
R002128,50,1,11065.2
R002129,6,5,3243.16
R002130,42,0,5946.1
R002131,16,0,5845.0
R002132,23,5,8293.4
R002133,51,0,10958.64
R002134,49,0,4307.33
R002135,37,0,489.67
R002136,25,2,13713.21
R002137,35,0,450.31
R002138,55,0,7079.79
R002139,59,1,8974.55
R002140,42,0,3719.72
R002141,13,0,3009.37
R002142,21,0,14196.9
R002143,36,6,6714.79
R002144,55,8,3482.2
R002145,52,0,13973.02
R002146,4,0,6129.98
R002147,41,4,10728.55
R002148,19,1,4868.4
R002149,9,1,7841.12
R002150,10,5,469.72
R002151,60,3,7778.37
R002152,39,1,5612.37
R002153,48,2,970.94
R002154,30,0,11446.41
R002155,48,2,14715.16
R002156,34,1,14608.34
R002157,54,0,14885.32
R002158,50,4,14353.65
R002159,11,0,14365.27
R002160,40,0,8252.59
R002161,52,3,10445.67
R002162,16,2,1284.93
R002163,50,3,569.35
R002164,14,1,3185.44
R002165,38,4,6406.4
R002166,14,0,5110.91
R002167,37,4,3426.13
R002168,15,1,4700.85
R002169,50,0,10577.43
R002170,11,0,7981.81
R002171,32,0,1692.32
R002172,16,0,3891.47
R002173,46,1,13392.73
R002174,50,1,14798.81
R002175,16,2,1941.94
R002176,6,1,7484.71
R002177,33,2,5155.67
R002178,58,0,4224.17
R002179,31,1,9587.49
R002180,39,4,10571.69
R002181,50,2,14739.69
R002182,56,1,6454.3
R002183,41,3,887.58
R002184,37,2,696.2
R002185,39,3,5068.9
R002186,54,2,11457.89
R002187,44,0,9148.54
R002188,9,0,12450.2
R002189,59,2,3451.46
R002190,57,0,6910.3
R002191,19,5,14328.83
R002192,52,0,12315.0
R002193,43,0,10281.8
R002194,59,0,5350.34
R002195,23,2,419.03
R002196,46,0,6644.35
R002197,50,2,3271.77
R002198,36,1,10672.45
R002199,11,1,11702.61
R002200,2,6,13150.52
R002201,48,3,14104.03
R002202,54,0,3890.26
R002203,32,0,9811.51
R002204,20,2,12087.03
R002205,23,2,6069.74
R002206,13,0,14922.09
R002207,20,0,3928.85
R002208,58,0,7936.31
R002209,55,4,12221.74
R002210,55,5,13387.22
R002211,39,0,7285.34
R002212,45,0,2228.17
R002213,17,8,14294.97
R002214,39,2,10681.61
R002215,26,2,8940.17
R002216,14,0,2454.82
R002217,31,4,8646.01
R002218,38,1,7079.14
R002219,46,3,14065.98
R002220,49,0,2824.15
R002221,15,0,10711.31
R002222,9,2,7838.02
R002223,48,0,6173.72
R002224,13,6,3765.44
R002225,15,0,6890.06
R002226,49,1,169.45
R002227,53,0,14825.78
R002228,4,3,14784.8
R002229,7,0,14736.66
R002230,50,0,7194.81
R002231,31,0,9856.85
R002232,11,0,14094.77
R002233,16,2,10888.64
R002234,30,1,5944.12
R002235,20,2,5663.07
R002236,40,5,3790.91
R002237,2,0,2481.83
R002238,1,1,9978.63
R002239,57,5,3375.71
R002240,3,1,3307.22
R002241,11,0,11888.77
R002242,21,1,4294.76
R002243,51,0,283.28
R002244,24,0,6555.61
R002245,60,2,4255.11
R002246,10,1,9419.68
R002247,15,2,13459.13
R002248,37,0,1705.1
R002249,31,4,6115.86
R002250,60,0,10630.22
R002251,35,2,12726.36
R002252,2,0,1310.41
R002253,54,0,9356.83
R002254,50,1,9898.61
R002255,26,2,11223.94
R002256,4,4,11012.72
R002257,13,0,11048.96
R002258,59,0,13441.59
R002259,15,1,10433.75
R002260,50,2,5124.9
R002261,30,2,8432.14
R002262,33,0,3350.28
R002263,16,0,4472.06
R002264,3,0,8028.54
R002265,16,0,10170.02
R002266,28,0,9725.87
R002267,31,1,1132.15
R002268,41,1,634.07
R002269,38,1,14809.09
R002270,60,0,1226.78
R002271,19,2,3418.37
R002272,20,2,5895.45
R002273,56,0,12410.47
R002274,12,1,5138.52
R002275,48,0,1461.03
R002276,12,0,877.73
R002277,59,0,8751.69
R002278,47,3,1931.53
R002279,19,0,13319.65
R002280,51,0,1412.28
R002281,57,2,9918.31
R002282,6,0,3924.17
R002283,30,2,9329.02
R002284,2,4,4494.59
R002285,26,0,12363.32
R002286,48,0,12773.98
R002287,46,0,7449.31
R002288,1,3,2078.37
R002289,29,0,4826.99
R002290,50,1,2307.6
R002291,23,1,10597.82
R002292,20,0,6267.44
R002293,56,2,13826.59
R002294,22,6,9192.28
R002295,37,0,1312.17
R002296,2,1,12631.04
R002297,21,3,13954.31
R002298,31,4,8922.19
R002299,49,0,5571.47
R002300,30,0,934.28
R002301,16,0,11417.38
R002302,31,2,1358.11
R002303,25,0,8526.54
R002304,43,0,8754.47
R002305,26,0,14668.91
R002306,22,2,14543.86
R002307,45,0,11784.26
R002308,51,2,6885.0
R002309,29,3,7080.22
R002310,19,0,9890.69
R002311,22,1,7042.52
R002312,45,0,9422.25
R002313,33,0,2639.92
R002314,8,0,13127.55
R002315,8,0,7282.42
R002316,38,3,5361.68
R002317,16,0,14590.53
R002318,30,1,12498.92
R002319,42,2,4322.0
R002320,18,1,4624.41
R002321,51,3,12304.24
R002322,20,0,3787.1
R002323,35,0,8046.81
R002324,28,0,12466.14
R002325,46,0,8247.6
R002326,42,0,8683.9
R002327,43,6,14321.78
R002328,43,2,2323.22
R002329,6,1,9909.28
R002330,33,3,2295.5
R002331,42,2,13655.79
R002332,57,0,1459.95
R002333,48,1,2436.99
R002334,54,0,13528.25
R002335,30,8,9873.45
R002336,30,2,12804.77
R002337,44,1,9180.86
R002338,11,0,4791.91
R002339,36,3,7217.37
R002340,51,1,10393.36
R002341,49,7,10241.98
R002342,29,0,14200.21
R002343,19,1,9705.33
R002344,32,7,7713.64
R002345,22,4,1631.02
R002346,52,0,9331.87
R002347,9,0,2482.32
R002348,26,1,8665.59
R002349,29,0,2723.13
R002350,39,1,10788.12
R002351,23,0,14158.6
R002352,25,1,7107.28
R002353,53,1,5513.64
R002354,8,0,2263.13
R002355,60,2,11851.06
R002356,32,1,12575.77
R002357,52,3,3710.83
R002358,2,0,6540.06
R002359,34,3,3365.02
R002360,54,0,7658.2
R002361,42,0,487.07
R002362,43,2,4362.17
R002363,13,0,14784.11
R002364,31,1,6912.43
R002365,26,1,7827.71
R002366,19,1,4430.09
R002367,32,6,12448.74
R002368,17,0,14779.01
R002369,42,5,1646.27
R002370,22,1,1195.16
R002371,15,2,10329.25
R002372,8,0,1378.84
R002373,37,0,4870.26
R002374,24,7,2014.74
R002375,26,1,7753.24
R002376,21,4,5020.2
R002377,12,1,10395.71
R002378,50,4,12168.01
R002379,3,0,12969.91
R002380,23,0,9630.68
R002381,34,0,12952.07
R002382,36,0,9263.61
R002383,34,2,6218.28
R002384,46,6,14492.5
R002385,5,0,8662.2
R002386,51,0,2647.03
R002387,36,1,2222.81
R002388,49,0,12444.67
R002389,46,5,2407.16
R002390,4,1,2759.2
R002391,22,0,14579.44
R002392,22,2,7113.85
R002393,43,1,2776.09
R002394,38,2,508.94
R002395,52,7,7863.14
R002396,6,0,8317.91
R002397,56,0,7691.27
R002398,46,1,1129.15
R002399,35,1,4898.08
R002400,15,3,2853.14
R002401,28,2,7034.55
R002402,8,0,8857.82
R002403,30,0,11787.73
R002404,38,7,7456.39
R002405,52,0,1395.04
R002406,36,1,12509.91
R002407,31,2,14140.64
R002408,55,0,1471.23
R002409,11,1,6994.65
R002410,11,5,5685.1
R002411,7,5,5926.36
R002412,42,0,11663.46
R002413,45,2,8282.06
R002414,3,0,3829.41
R002415,43,2,12255.49
R002416,25,0,8395.07
R002417,22,4,9816.26
R002418,6,0,11633.77
R002419,50,0,10035.18
R002420,25,0,3425.78
R002421,22,5,10345.04
R002422,31,3,2742.83
R002423,50,0,10504.92
R002424,50,3,9063.27
R002425,24,0,10866.86
R002426,32,5,3284.39
R002427,36,0,11523.21
R002428,59,0,5506.75
R002429,40,2,5495.19
R002430,18,1,12525.5
R002431,21,2,13928.48
R002432,43,0,12164.21
R002433,14,1,11584.47
R002434,17,0,13143.22
R002435,50,2,1085.68
R002436,45,1,9560.71
R002437,27,0,9650.12
R002438,10,6,10971.59
R002439,27,1,10558.6
R002440,18,4,10501.95
R002441,13,0,12000.73
R002442,6,2,8541.44
R002443,58,0,1396.27
R002444,7,0,6195.68
R002445,21,0,7306.09
R002446,1,0,13333.2
R002447,29,0,4364.21
R002448,25,0,12832.75
R002449,26,2,8073.21
R002450,18,1,7657.82
R002451,38,4,4496.64
R002452,21,0,14870.46
R002453,43,0,10125.96
R002454,38,0,8977.65
R002455,48,1,11511.68
R002456,21,1,8426.19
R002457,1,4,10241.99
R002458,5,0,3481.95
R002459,4,7,9649.56
R002460,15,1,4333.81
R002461,25,0,2399.67
R002462,8,0,2314.19
R002463,33,0,10253.82
R002464,9,0,3039.45
R002465,48,2,12051.65
R002466,47,1,2281.75
R002467,28,6,11194.82
R002468,59,0,4788.9
R002469,15,3,12185.39
R002470,37,3,12181.1
R002471,53,1,5431.7
R002472,3,0,1275.85
R002473,58,3,11364.63
R002474,52,0,1407.43
R002475,3,1,10145.17
R002476,5,0,949.56
R002477,43,2,12099.11
R002478,16,0,6178.93
R002479,38,0,7777.47
R002480,8,0,4755.92
R002481,35,0,7439.9
R002482,45,1,12436.09
R002483,7,2,5267.2
R002484,26,0,1561.31
R002485,1,3,10839.21
R002486,22,3,4008.64
R002487,6,4,14098.29
R002488,37,0,11969.13
R002489,58,0,5590.81
R002490,1,1,10198.26
R002491,40,1,12940.63
R002492,14,1,416.18
R002493,6,3,5673.5
R002494,6,0,8267.86
R002495,35,3,6439.49
R002496,57,2,14659.93
R002497,2,0,9739.49
R002498,46,1,11720.37
R002499,7,4,3207.47
R002500,35,2,7620.13
R002501,24,1,4287.26
R002502,38,1,4117.36
R002503,52,2,14320.31
R002504,56,1,7079.49
R002505,24,2,711.61
R002506,4,2,4341.93
R002507,14,5,14392.96
R002508,34,0,7479.97
R002509,50,1,5159.47
R002510,27,2,9787.93
R002511,41,4,433.59
R002512,13,2,10688.52
R002513,57,0,1181.01
R002514,8,1,1477.18
R002515,36,0,2941.87
R002516,58,5,397.69
R002517,33,3,5959.42
R002518,20,2,14931.78
R002519,35,3,5253.26
R002520,24,1,3047.98
R002521,38,0,532.71
R002522,10,2,12647.88
R002523,10,6,257.42
R002524,47,0,7402.58
R002525,29,0,4030.22
R002526,34,0,5721.88
R002527,40,0,14519.67
R002528,44,2,5690.81
R002529,50,2,14683.31
R002530,15,0,3608.89
R002531,33,0,4628.19
R002532,8,4,7166.09
R002533,48,0,5439.13
R002534,34,0,996.97
R002535,31,1,9593.6
R002536,33,0,6133.96
R002537,49,3,11537.13
R002538,13,2,13411.33
R002539,53,1,352.39
R002540,53,4,11476.94
R002541,52,2,5885.46
R002542,3,0,14848.09
R002543,52,1,14686.46
R002544,55,2,12441.69
R002545,18,0,3910.75
R002546,33,3,7685.66
R002547,37,0,11586.31
R002548,55,6,14567.51
R002549,60,0,2693.02
R002550,6,2,13848.56
R002551,49,0,9036.55
R002552,4,0,5966.06
R002553,19,0,8741.7
R002554,3,0,6808.82
R002555,46,0,9628.0
R002556,33,2,7948.92
R002557,52,3,5070.37
R002558,1,4,9888.37
R002559,29,0,7720.45
R002560,36,5,1427.24
R002561,31,8,11984.84
R002562,24,4,6137.71
R002563,48,0,8225.59
R002564,38,0,6224.14
R002565,2,0,2654.51
R002566,40,3,12479.91
R002567,9,0,7928.09
R002568,56,0,8592.54
R002569,28,0,14500.61
R002570,25,2,10248.64
R002571,12,2,6753.98
R002572,8,1,2298.9
R002573,7,3,12165.61
R002574,9,0,3359.29
R002575,15,0,13972.82
R002576,20,0,2076.03
R002577,23,5,11940.36
R002578,46,0,5099.95
R002579,60,6,13106.61
R002580,54,3,7317.59
R002581,41,0,4849.57
R002582,24,0,9796.5
R002583,20,0,5116.22
R002584,31,6,7441.99
R002585,3,0,413.77
R002586,52,3,13345.22
R002587,17,3,6783.28
R002588,23,2,3529.13
R002589,44,0,917.34
R002590,34,3,732.29
R002591,48,2,5031.91
R002592,32,1,1477.63
R002593,30,0,4500.25
R002594,29,0,9943.9
R002595,35,3,9197.77
R002596,17,0,7469.44
R002597,26,1,8702.59
R002598,23,1,13422.7
R002599,45,1,2123.52
R002600,29,1,5127.6
R002601,3,0,6149.31
R002602,34,0,12789.42
R002603,5,1,10335.5
R002604,59,4,8781.47
R002605,59,0,2747.33
R002606,18,1,13064.01
R002607,31,2,5051.65
R002608,54,3,14743.61
R002609,26,0,5394.72
R002610,43,0,4109.02
R002611,4,1,12316.56
R002612,20,0,1232.16
R002613,17,0,9778.24
R002614,35,3,12495.38
R002615,35,0,8356.26
R002616,21,1,3187.09
R002617,25,0,2719.93
R002618,34,1,10060.3
R002619,5,1,6305.36
R002620,11,5,12355.37
R002621,57,2,10684.6
R002622,24,1,5716.61
R002623,1,2,9791.27
R002624,6,3,12408.72
R002625,36,0,2530.51
R002626,8,0,7032.57
R002627,24,0,1820.75
R002628,8,0,4891.8
R002629,49,4,11421.46
R002630,36,0,11187.22
R002631,23,4,1526.91
R002632,56,1,12043.4
R002633,53,7,3524.1
R002634,21,1,8656.41
R002635,45,6,14680.08
R002636,15,1,13665.0
R002637,45,1,13718.39
R002638,50,2,2621.79
R002639,53,0,10488.18
R002640,41,2,7495.24
R002641,19,2,1533.48
R002642,21,2,8232.1
R002643,43,1,7224.58
R002644,29,4,13757.23
R002645,55,5,5192.71
R002646,27,3,13666.18
R002647,41,1,127.05
R002648,35,2,10030.08
R002649,20,2,2193.53
R002650,11,0,2880.14
R002651,19,1,13995.88
R002652,47,0,7464.89
R002653,35,3,9874.54
R002654,11,1,14950.45
R002655,22,0,13149.83
R002656,32,0,7860.84
R002657,19,0,12915.95
R002658,26,1,9580.25
R002659,52,0,12693.31
R002660,44,0,13613.74
R002661,31,2,7259.3
R002662,44,0,14882.1
R002663,47,5,546.6
R002664,40,1,10843.96
R002665,2,3,6143.01
R002666,2,0,13727.5
R002667,39,0,10600.96
R002668,47,2,11768.39
R002669,38,1,8705.34
R002670,12,0,3776.61
R002671,30,3,12425.2
R002672,37,2,8609.35
R002673,11,0,3539.18
R002674,5,2,5669.14
R002675,1,8,904.99
R002676,36,0,13190.27
R002677,7,0,10580.15
R002678,30,1,13371.25
R002679,41,0,4791.42
R002680,49,2,14506.46
R002681,8,1,7709.29
R002682,53,5,12789.31
R002683,39,0,4661.15
R002684,41,1,13518.02
R002685,24,0,11470.05
R002686,36,0,5407.26
R002687,5,1,4819.2
R002688,27,0,2642.42
R002689,42,0,5121.22
R002690,44,0,2646.62
R002691,34,0,929.14
R002692,28,3,7304.31
R002693,13,0,12061.13
R002694,27,1,1225.22
R002695,38,0,7310.9
R002696,55,1,4261.48
R002697,20,0,1346.36
R002698,55,0,1439.03
R002699,46,2,14923.57
R002700,20,3,480.95
R002701,59,3,14503.91
R002702,24,1,9132.41
R002703,29,0,12613.11
R002704,3,0,2054.27
R002705,44,2,106.4
R002706,15,1,13498.88
R002707,25,6,11885.67
R002708,17,0,10774.46
R002709,47,2,6137.75
R002710,52,2,12629.03
R002711,57,0,658.49
R002712,48,2,5352.09
R002713,53,0,4824.86
R002714,5,2,5713.4
R002715,23,5,5286.78
R002716,31,2,1515.63
R002717,17,0,12689.72
R002718,20,0,6811.86
R002719,25,7,7026.67
R002720,46,0,13666.33
R002721,55,4,14382.85
R002722,5,1,5807.42
R002723,37,0,14238.67
R002724,55,0,1017.37
R002725,34,0,1487.49
R002726,47,1,3882.36
R002727,14,0,7227.8
R002728,32,3,6699.84
R002729,31,1,5594.87
R002730,15,1,1324.74
R002731,36,3,13491.03
R002732,52,0,8946.49
R002733,47,4,6686.56
R002734,14,0,4324.41
R002735,44,3,10909.44
R002736,11,0,12378.48
R002737,2,1,13708.67
R002738,47,0,4001.12
R002739,33,0,14547.41
R002740,20,0,9884.93
R002741,50,1,3360.27
R002742,38,1,12443.85
R002743,14,3,1251.99
R002744,47,1,11251.98
R002745,40,0,14071.87
R002746,15,0,11681.86
R002747,13,0,6284.01
R002748,4,1,11681.3
R002749,38,8,10745.67
R002750,49,0,3510.84
R002751,9,0,11993.19
R002752,12,0,4320.12
R002753,10,1,2320.44
R002754,42,5,1743.47
R002755,33,2,2232.57
R002756,32,2,8522.59
R002757,18,0,14599.84
R002758,43,0,10100.15
R002759,1,1,7529.67
R002760,35,0,207.93
R002761,4,0,7007.01
R002762,41,4,11796.53
R002763,23,1,1395.74
R002764,26,1,10055.31
R002765,22,0,6423.85
R002766,3,2,12489.57
R002767,23,2,2558.9
R002768,48,3,2933.35
R002769,38,1,2856.47
R002770,51,2,8883.48
R002771,7,0,7341.7
R002772,33,0,7980.74
R002773,3,3,10905.7
R002774,2,0,13827.69
R002775,4,7,9719.0
R002776,39,1,3390.2
R002777,2,1,5783.56
R002778,30,0,12055.66
R002779,55,0,14182.17
R002780,42,0,4453.95
R002781,50,2,14135.66
R002782,9,1,1443.65
R002783,40,2,13279.58
R002784,46,2,3991.83
R002785,4,2,1267.64
R002786,44,3,2024.6
R002787,27,3,12415.68
R002788,15,1,13785.65
R002789,54,1,1800.43
R002790,52,1,8747.97
R002791,56,2,1992.22
R002792,55,0,14489.53
R002793,34,8,1868.46
R002794,18,4,8256.9
R002795,57,1,1501.59
R002796,52,1,1458.92
R002797,25,0,12844.63
R002798,9,6,13403.42
R002799,25,0,11619.78
R002800,30,0,14987.62
R002801,39,0,11144.84
R002802,3,2,5287.51
R002803,33,0,13965.51
R002804,40,6,14083.91
R002805,31,2,6451.47
R002806,8,0,9513.53
R002807,15,0,4537.86
R002808,43,1,1936.99
R002809,32,3,938.94
R002810,1,3,4831.06
R002811,36,0,6873.36
R002812,10,2,6757.65
R002813,39,0,11937.71
R002814,7,6,14912.91
R002815,29,0,13463.11
R002816,9,0,3980.75
R002817,56,0,6163.43
R002818,8,0,8881.08
R002819,26,0,11421.18
R002820,4,0,4290.36
R002821,15,3,9581.6
R002822,18,0,12969.38
R002823,20,0,3818.71
R002824,48,0,2020.5
R002825,17,0,11149.1
R002826,49,2,3570.24
R002827,44,0,1828.98
R002828,22,0,5389.0
R002829,52,0,10686.52
R002830,35,1,6245.15
R002831,53,0,3459.03
R002832,20,0,10295.38
R002833,1,3,8992.17
R002834,10,3,13709.07
R002835,3,0,3664.72
R002836,27,0,12602.45
R002837,18,4,14686.99
R002838,46,2,2476.31
R002839,37,3,6908.44
R002840,55,2,7065.4
R002841,49,0,1720.78
R002842,52,4,5423.09
R002843,32,6,2304.66
R002844,25,2,6351.99
R002845,49,8,11404.63
R002846,41,2,1093.81
R002847,5,1,12312.07
R002848,10,7,8710.64
R002849,5,0,7398.59
R002850,24,1,8519.72
R002851,21,4,7972.97
R002852,31,2,6407.67
R002853,16,0,11363.72
R002854,54,3,3095.86
R002855,45,0,4292.59
R002856,34,3,7416.62
R002857,28,0,11651.46
R002858,47,0,2924.71
R002859,32,1,1824.76
R002860,35,0,3318.56
R002861,58,1,8542.54
R002862,6,0,11307.81
R002863,11,0,4358.83
R002864,22,2,12677.13
R002865,23,0,1808.91
R002866,58,0,14640.22
R002867,11,0,5817.58
R002868,53,2,14325.61
R002869,11,3,553.45
R002870,17,1,9251.48
R002871,25,3,11291.8
R002872,49,3,8004.0
R002873,43,2,3955.7
R002874,3,2,9033.47
R002875,44,3,4784.89
R002876,56,0,11394.91
R002877,53,0,4882.16
R002878,22,3,6903.05
R002879,24,0,5836.81
R002880,1,1,8005.58
R002881,9,1,1582.76
R002882,41,1,10544.59
R002883,33,0,14206.48
R002884,32,1,6533.47
R002885,60,0,11590.43
R002886,2,5,11690.65
R002887,41,2,11771.73
R002888,56,0,9620.26
R002889,11,1,403.67
R002890,42,2,5907.99
R002891,44,3,8620.68
R002892,31,2,9637.68
R002893,17,2,5107.47
R002894,59,0,14115.68
R002895,45,1,3064.21
R002896,36,1,8627.27
R002897,23,0,2441.33
R002898,30,0,2682.46
R002899,30,0,3221.49
R002900,13,1,8387.95
R002901,34,0,9639.88
R002902,58,0,133.29
R002903,49,0,4801.07
R002904,27,6,4435.71
R002905,51,0,10881.6
R002906,48,1,7828.98
R002907,41,8,11013.4
R002908,7,8,8347.8
R002909,3,0,13652.72
R002910,53,4,3814.31
R002911,52,0,8529.84
R002912,7,2,14538.35
R002913,24,1,5975.45
R002914,23,0,920.38
R002915,60,2,7568.05
R002916,43,2,10525.44
R002917,9,0,12450.0
R002918,19,0,6647.68
R002919,28,2,3564.22
R002920,54,2,10951.31
R002921,53,4,10231.86
R002922,2,0,237.99
R002923,36,1,8439.92
R002924,57,1,489.23
R002925,8,0,14130.71
R002926,29,2,8047.56
R002927,11,2,10509.25
R002928,49,0,1197.65
R002929,55,6,9726.37
R002930,59,4,9369.79
R002931,8,0,6673.73
R002932,30,0,12638.74
R002933,52,6,14428.87
R002934,45,1,13349.94
R002935,36,2,2513.77
R002936,52,0,6331.13
R002937,54,1,8291.8
R002938,15,3,5413.55
R002939,49,0,13374.48
R002940,31,3,7606.41
R002941,36,0,10105.93
R002942,1,2,8387.17
R002943,10,5,8047.43
R002944,56,2,6864.72
R002945,22,2,2686.95
R002946,18,2,11271.52
R002947,5,1,1687.62
R002948,17,4,11419.06
R002949,19,0,4986.56
R002950,6,1,7591.95
R002951,46,4,11855.97
R002952,49,1,12973.9
R002953,47,0,394.93
R002954,32,4,8928.52
R002955,2,1,14946.81
R002956,41,1,12774.74
R002957,41,0,12266.72
R002958,31,8,9426.97
R002959,49,0,11259.67
R002960,54,0,11168.21
R002961,10,1,13366.95
R002962,34,0,12381.01
R002963,30,1,13898.03
R002964,12,0,14903.33
R002965,18,0,14823.76
R002966,51,0,12978.34
R002967,41,0,11068.52
R002968,34,0,13202.7
R002969,55,0,11776.92
R002970,11,5,5606.3
R002971,60,3,5864.42
R002972,9,6,6710.87
R002973,1,7,9691.85
R002974,44,3,6417.98
R002975,17,0,13976.41
R002976,39,0,2509.75
R002977,24,3,12580.61
R002978,44,6,2944.99
R002979,18,0,5103.99
R002980,29,1,1737.38
R002981,36,1,9478.85
R002982,48,1,12425.51
R002983,26,1,8855.39
R002984,58,1,6579.25
R002985,46,0,14377.48
R002986,56,1,12223.53
R002987,47,2,13694.75
R002988,2,0,7498.34
R002989,16,0,3464.68
R002990,16,1,8808.4
R002991,12,7,7182.5
R002992,48,0,5657.14
R002993,5,0,6074.41
R002994,50,0,9577.85
R002995,2,7,4054.7
R002996,11,0,14989.53
R002997,2,2,6937.11
R002998,8,2,8988.86
R002999,30,2,14422.31
R003000,23,0,6157.11
R003001,13,4,1162.76
R003002,46,0,6341.01
R003003,57,1,8093.62
R003004,36,2,14328.88
R003005,1,3,1660.3
R003006,23,2,12418.53
R003007,46,2,14623.72
R003008,26,0,9406.42
R003009,16,3,853.51
R003010,10,0,7472.66
R003011,10,0,8848.68
R003012,49,0,3921.5
R003013,21,1,3390.03
R003014,38,4,7052.37
R003015,15,0,11205.12
R003016,25,1,6008.31
R003017,51,0,13421.37
R003018,25,0,12632.71
R003019,54,0,811.27
R003020,26,1,1741.25
R003021,7,1,9845.47
R003022,56,3,14859.3
R003023,28,6,3184.31
R003024,17,7,9006.34
R003025,17,0,12777.85
R003026,50,0,5165.91
R003027,60,0,1930.58
R003028,41,7,4039.54
R003029,51,1,8416.41
R003030,13,0,9615.03
R003031,16,1,10959.45
R003032,33,4,10528.58
R003033,29,3,7522.41
R003034,39,1,8437.07
R003035,59,5,2444.54
R003036,7,1,5095.7
R003037,21,0,8935.23
R003038,21,1,4221.54
R003039,19,0,8920.53
R003040,45,2,3810.72
R003041,55,0,6332.44
R003042,27,0,5849.46
R003043,58,0,14297.29
R003044,15,7,3229.17
R003045,3,0,14961.61
R003046,7,0,160.88
R003047,7,0,5074.84
R003048,31,1,14813.17
R003049,1,2,11205.86
R003050,33,0,14559.02
R003051,56,1,5970.27
R003052,17,0,12313.74
R003053,17,1,9877.07
R003054,57,0,4902.41
R003055,18,0,3558.91
R003056,49,0,12094.44
R003057,10,2,6360.01
R003058,5,2,8491.62
R003059,56,0,10001.08
R003060,2,6,2109.49
R003061,59,0,9359.22
R003062,2,0,3119.21
R003063,48,1,7929.26
R003064,40,1,10962.89
R003065,45,7,239.53
R003066,52,0,347.14
R003067,15,0,9044.66
R003068,12,6,2852.4
R003069,18,6,7213.53
R003070,33,0,7349.71
R003071,1,2,8728.24
R003072,41,0,6318.01
R003073,47,0,8087.54
R003074,53,3,14644.52
R003075,46,0,8165.66
R003076,56,1,13231.0
R003077,14,0,4045.44
R003078,59,4,6282.57
R003079,16,1,14643.58
R003080,22,0,566.33
R003081,20,2,14895.11
R003082,34,2,10739.98
R003083,8,0,11036.55
R003084,55,5,1642.48
R003085,19,0,2282.57
R003086,13,0,4533.03
R003087,57,0,3207.34
R003088,43,0,13483.99
R003089,54,2,8339.67
R003090,58,3,2259.89
R003091,18,3,13111.69
R003092,55,0,8036.53
R003093,51,2,4353.03
R003094,28,0,4245.88
R003095,12,1,11508.82
R003096,28,0,14654.45
R003097,55,2,6789.37
R003098,21,1,13821.37
R003099,30,0,12838.79
R003100,57,3,2350.73
R003101,2,0,6112.58
R003102,32,0,8193.47
R003103,55,0,2165.96
R003104,15,6,10026.94
R003105,21,2,4078.23
R003106,6,2,4398.63
R003107,59,1,8425.04
R003108,41,2,377.66
R003109,20,7,13031.31
R003110,34,0,12388.84
R003111,33,2,4339.92
R003112,18,1,13080.29
R003113,56,0,11911.12
R003114,7,0,888.8
R003115,27,4,13070.41
R003116,41,1,9179.85
R003117,46,1,229.61
R003118,48,2,10983.19
R003119,52,0,4223.41
R003120,56,7,9195.02
R003121,8,0,13743.79
R003122,10,3,8047.94
R003123,32,0,12699.74
R003124,60,0,12918.73
R003125,31,2,7503.74
R003126,38,0,124.24
R003127,47,3,305.4
R003128,37,0,14500.68
R003129,41,6,5526.49
R003130,32,0,4199.7
R003131,28,2,2417.48
R003132,26,0,13092.29
R003133,40,0,1386.57
R003134,6,2,13495.74
R003135,48,0,2978.25
R003136,31,2,4893.94
R003137,54,0,6583.19
R003138,57,0,3418.8
R003139,6,0,6663.88
R003140,7,0,5392.99
R003141,48,0,8108.33
R003142,19,0,2932.1
R003143,54,1,5590.12
R003144,25,0,11322.99
R003145,50,1,5224.0
R003146,20,5,4156.86
R003147,10,0,3241.91
R003148,8,0,7078.34
R003149,11,0,9921.2
R003150,23,2,5648.42
R003151,54,0,3517.06
R003152,59,1,3648.05
R003153,58,0,760.65
R003154,44,1,12314.95
R003155,3,2,973.22
R003156,28,1,14916.8
R003157,18,4,5186.21
R003158,18,0,150.89
R003159,11,0,3967.1
R003160,8,1,1143.6
R003161,47,2,12458.52
R003162,59,2,10386.02
R003163,21,3,7368.18
R003164,42,8,5697.59
R003165,7,1,4226.27
R003166,43,0,1020.32
R003167,32,1,5357.02
R003168,5,0,3921.36
